R_hour_1,R_hour_2,R_hour_3,R_hour_4,R_hour_5,R_hour_6,R_hour_7,R_hour_8,R_hour_9,R_hour_10,R_hour_11,R_hour_12,R_hour_13,R_hour_14,R_hour_15,R_hour_16,R_hour_17,R_hour_18,R_hour_19,R_hour_20,G_hour_1,G_hour_2,G_hour_3,G_hour_4,G_hour_5,G_hour_6,G_hour_7,G_hour_8,G_hour_9,G_hour_10,G_hour_11,G_hour_12,G_hour_13,G_hour_14,G_hour_15,G_hour_16,G_hour_17,G_hour_18,G_hour_19,G_hour_20,B_hour_1,B_hour_2,B_hour_3,B_hour_4,B_hour_5,B_hour_6,B_hour_7,B_hour_8,B_hour_9,B_hour_10,B_hour_11,B_hour_12,B_hour_13,B_hour_14,B_hour_15,B_hour_16,B_hour_17,B_hour_18,B_hour_19,B_hour_20,CFU/100ml
200,199.86505697581092,199.53634512723318,199.37782612056003,199.45083079009092,198.97019938538648,198.4769905365229,199.20805929505846,197.7389961902144,198.45370874004033,198.62004107660337,194.64969773514423,194.5961233831428,193.74649038478194,196.02137789509032,193.47253845062394,195.6071519431465,197.4585004285942,192.65997423327997,190.69201448517217,50,50.49273895448708,50.578609473062826,51.25709441281894,51.34681246796249,52.255300823239004,52.21342293321265,51.30337632141711,51.51003290258158,52.14603332653972,54.16514559552719,51.97182331257121,54.57383801825388,51.668408586346764,55.58831535640222,53.594267906298064,53.279721565479555,52.99979114807368,55.47767714829017,52.24830487455061,50,49.85931030916944,49.65512972034077,49.331017755828476,49.13368432662263,49.26944878261385,48.69083788781669,49.040421314784574,47.913416357765385,48.56469784421123,47.050716302457744,46.92822089559797,47.50402478671141,48.34601871451928,48.46460156294718,45.55014187665958,47.193919905324016,46.89543193628434,47.730968915988306,44.59106721253195,0
200,199.65008739134453,199.77139401817593,198.95901165738496,199.38653534033034,198.31303710046728,199.1198943894006,198.1090461475669,198.09643025016516,196.95513015466975,196.98756063606095,198.5482646544241,196.31420755192445,194.29765424495082,193.57190740327982,196.63599339374977,194.27432371496275,197.65323876195887,197.02713985646088,197.93616816289196,50,50.294870841323,50.75776160469322,50.573940318538114,50.406069297656344,52.44998541105232,52.857018403446226,51.54819022346397,51.95596528537118,52.94770543530113,53.34647301742332,55.00760583121879,55.08217453801064,53.1660544055277,56.322412204144754,55.44094184745485,51.88466749522351,57.703558097578515,55.40869263326702,52.1597866818479,50,49.844921204994264,49.61239908819521,49.31160543276666,49.350411400372245,48.70164667893405,48.29799049444588,48.58122670123859,47.77751104791099,47.80387624103448,48.52976725961609,47.75742029422471,48.07688462997218,48.54293215870956,46.67879697378042,47.693227622478645,47.68622068552394,47.53760882791107,46.64630649817967,44.44251383456339,0
200,199.53418325825925,199.76153157838243,198.70915790985174,198.98965763211802,198.060048636031,198.70569360629995,197.45527245521168,196.0010888691534,198.37929430984823,198.28694918968247,195.62272193380892,194.6904385214644,195.10466887775476,194.70190760217366,194.49293579823447,196.06701369004335,194.92904730379627,195.18803194126636,192.32127333617225,50,50.43613415169639,50.79290059150394,50.3078913705247,50.85223961095664,52.38341366258775,52.07070363166533,50.79841908050694,53.46221092374844,51.70378289548582,52.12337438094029,55.10539185883598,51.55307120618401,55.314999436333586,55.24213084435452,52.106979226483084,53.4131560993909,53.294356079678465,57.03341937537403,57.87000158477123,50,49.78517916140106,49.78414662239549,49.53176633879671,49.59027646262483,48.93300063879684,48.64427289138871,49.28291986329002,48.369233779360755,48.22663976314076,48.68817435256303,47.973213164170225,47.06302994650238,46.767761395051835,46.60705143544585,48.085575186234735,47.0316997443459,46.44230949575528,47.916674732686126,45.13611905409963,0
200,199.74958849535233,199.4788372269574,198.76119295902373,199.52588456600597,198.70885637411854,197.0403562255429,196.64521252867857,196.74062448130277,198.59077580632004,195.67466544268126,194.67586533084514,198.66770903550247,198.12698422552776,198.27112362825315,196.83499342391192,196.0129194694495,192.76327788516846,196.960936616662,197.7938564926842,50,50.41914652345386,50.92328024344483,50.636267190392886,51.05687455918879,51.1131464401181,51.724303154240054,51.97274002141032,51.3925971950583,52.90933891139265,51.62843984767027,51.48232841738319,53.09216906725155,52.88243386434258,52.68713579827028,54.475865551958606,56.73199492996901,52.635766946523184,58.900780812682264,59.03487003629401,50,49.825156996267886,49.52286516948526,49.57776999575155,49.23132051012371,48.749023956312826,49.31844113781969,48.38480660563157,48.592685426929,49.02151371118904,48.07720342436845,48.25785212661312,48.149097258063755,46.55796222928102,47.33222205525311,46.03643832842182,46.032950651762235,46.17133198842983,46.5194067744698,45.50787147083115,0
200,199.69383393662818,199.03241303891423,199.16428888284483,199.35641253316356,198.82608028074984,198.84160565465345,198.02996897668828,197.86557707991398,198.33488952603403,196.0734672328064,197.979491312578,197.99647664916444,194.36214032504787,197.71200716793703,193.58713312278343,192.45366458432846,195.83257549027792,197.79404677324555,192.42560379991826,50,50.30621303805693,50.61818382511783,50.99723808065617,51.58924413712302,51.875602001055704,52.22022008261694,51.292462217383026,53.436051892823926,52.728409779636735,53.70180814708545,52.02062311581727,53.87445080936244,51.66831174207304,52.624003535319495,53.75232308921529,53.49039706387357,52.9064963248922,56.893046763748615,59.19234764269217,50,49.81845888774518,49.57508626264008,49.552196403142155,49.03815719210098,49.17162371534194,48.74796904325855,49.29283649318239,48.302382989472946,49.00852057526289,48.782921771646805,48.14377013808336,48.020588695296674,47.52315421398909,48.012188316402764,45.57671272584649,47.96854163925947,47.28401191078929,45.31401002845815,45.8158166760995,0
200,197.28217444522298,193.23095597997676,186.77187814900003,184.21242691299625,178.56754156973727,176.04093092681265,169.83070960502266,166.56940328734055,172.7145933277784,164.8821068130223,165.67971967746143,156.1326840204605,146.87023565644674,157.06707663602526,144.61523923426753,130.5346482174303,144.8382960793395,128.0,151.96403493692569,50,54.99922742920219,60.16633193716645,65.61285670254071,69.34679135594412,81.02420783368356,77.66214593001729,79.5781414471146,81.50435027529812,107.95228724361021,110.88640113941979,116.8959815646069,97.23051540283352,110.7643525952632,137.7228174940609,108.85637297825443,128.38439306083654,123.9548364570862,162.231526012102,131.49153256677369,50,48.88436205201243,47.21297380154103,46.08470523350134,44.399005042967616,41.05846669807535,36.24951043294879,39.443062890821565,38.60402131746843,36.11675515133611,28.582409005037746,30.240619081242397,27.5914224858305,36.73515641387373,29.264773971869737,34.28621125839147,17.09653758668904,19.31299345615166,28.995658959801304,6.348224899990939,18
200,195.65767188590107,190.23324672318796,185.412892221206,183.42046639039845,180.6262258546668,176.10960647903684,176.8876765929276,166.94213668955555,176.51409373904744,167.46084049574222,172.01488183199672,164.68416003882055,154.4095105863887,159.90677402603774,130.16087595357118,149.67919362982548,130.64858301104005,154.35690238033766,128.0,50,53.747363442027684,58.63580936052076,68.91561125627783,64.64786827800322,73.62583046603845,83.70260753366539,86.78504756679709,83.5154724358631,108.1894734616397,86.57591371289755,104.53738225687309,120.15463247771913,134.10329785564278,126.04672112506145,112.44843192946539,141.18330781149604,124.92232679864406,123.8430656338533,129.20720729707796,50,48.60450773108973,47.74969830757209,46.74876223970062,45.26111014834616,44.57652723835238,37.6972744235079,32.96524129716669,37.52795066030308,28.469282541464132,36.32297253407093,38.73764817532593,31.15435951556458,35.51464602192189,19.283424493274286,26.499381886656362,19.415880659168902,16.283327944124025,18.01102777675651,19.546149493015882,9
200,196.2960234195076,190.0891590391112,185.49443619251738,185.61185632216046,183.13996525483273,177.55149524084663,169.87886532676086,160.0363123184614,168.04995291127216,171.50851012564294,161.31294574581332,140.56455752013736,148.7419842225661,153.7077993538204,136.802223008206,156.6915719447681,128.0,150.9431874312576,142.45728584338983,50,53.92641232045936,58.42255896860618,63.056335248329944,70.62442825706347,76.14763424737933,81.62435014152528,94.34137683091765,85.59225094978845,91.46398656966194,99.35460993438662,101.31545168615474,116.1101608270017,107.11939470820823,128.2300658844293,141.64098893267646,146.6097831563761,110.25634665265068,143.70879929065967,150.76098846002114,50,47.68838646692556,47.847842098052176,46.84220125360009,44.26689272644757,41.11360601675593,35.512760038502805,40.50878032097055,39.07938138370668,28.8279017737241,27.098992597466985,31.37912600738772,21.254464730826992,28.833297252415058,29.198415697603956,17.95845467083013,19.662280983098483,20.423124898045725,20.755225434182194,4.831124763200648,14
200,196.95700158851366,190.82161862503233,186.11832717651907,180.14294387690467,180.89153992944932,183.49140376407146,179.61854814922475,178.6128913400583,169.7180280761769,156.7885650352686,162.32382753285668,155.53504536158576,152.07412692037292,140.48441584686216,159.3488450518436,147.38886619531306,154.2158642787861,128.0,128.0,50,54.829651969483876,62.90520628019919,63.52319787478289,67.82655371764083,77.92092341666196,76.45355899589818,78.70432934566901,91.86180829294909,92.13157990588562,99.76005072675383,99.60639085981931,117.6757195803496,106.13954649930312,99.77741016137134,135.720266553697,117.90594993733835,113.27391459060726,146.61256312859248,171.83358331776373,50,47.83258900748886,47.24312096526943,43.34310645535001,44.9415662294836,38.81552165266591,37.7061094685089,34.792820990405936,40.87473820728103,37.490032289631884,31.536531566161962,37.43400493561893,36.523312992057484,22.427020230861906,34.784972329169996,34.444407375400196,33.086796819240845,10.666140206904743,13.766886089203354,11.01802243646577,10
200,197.15745074891052,192.59861720289678,189.27186868726372,187.02981805069896,179.7253802608779,170.3457582032272,177.2639537109729,165.57053748875705,170.66853710553073,157.91386332127686,156.46256317238135,142.44994982088966,150.28970902592897,144.0543461709099,139.83145241106274,147.9744762618224,128.0,128.0,149.93595737769888,50,56.1905752073817,62.400663142777525,60.67196421250096,66.54031843197065,75.21943775141466,88.56481420791175,87.23731551959261,82.86382964379402,106.23465132004736,95.69483592926048,119.98256800805994,103.70960701903073,96.42901731894739,108.92835089498178,119.05765507527795,120.57432886222428,157.9554533856123,150.41042416877693,133.95530789621097,50,48.41484527600406,46.86330511476253,46.72962531440208,40.36377650946605,40.848859177445476,43.57140669461877,41.81163704529392,31.442963708816162,34.92146942099476,26.212479853613843,31.17538463943375,31.959674704146867,18.213347243578088,19.72193777927473,15.583027824195568,23.832701004056045,10.603851429656352,25.716147453100465,4.950677664237901,13
200,195.523638972549,191.18506776160766,188.87406935440418,183.2993654494539,182.76498765608224,184.55216507343428,173.85729854211772,160.28751913418347,163.22093889384058,152.71385660087782,170.2262015402682,143.9615485384844,146.5766694378896,141.54712261936078,136.7488039452881,136.1354090026599,154.2313073486078,138.02388784079378,128.0,50,53.7168945946358,62.657412578601054,68.69191291686542,68.11925034303734,68.42167895690625,87.71463947818562,90.76644588263451,85.44668459754885,91.20870602479599,87.51958038621567,98.29462515171741,120.06560756979506,134.17870039704388,121.67430884544308,128.47264071944375,127.82215314880494,150.025268765799,118.67616647444513,168.2865240398045,50,47.50902892615868,46.85272744663951,42.724228737703726,42.95418147447293,44.32876156092682,39.93701274529301,40.95934062474217,30.173948622703282,38.89612294609201,33.995650875069714,25.351773407027938,37.86678038603861,17.677387912159666,15.477845581997371,24.75107324870387,24.294800559963953,19.817075655306667,14.863396138062626,25.163175755393603,14
200,196.50994477869455,194.82053242466827,186.03334936220173,181.17745306625702,179.26619196309332,170.58733398169363,177.55598336015743,172.33879875599928,162.97731472887418,152.9515342175146,158.7931422364041,159.23947911792052,150.13047440630524,153.62419683858857,144.59138770170557,157.92489248043455,144.5433731414813,154.94218605079425,128.0,50,55.97181518366173,62.77841148670822,64.21729471395818,67.82578328285992,79.56901435756433,82.97776451855171,91.63682430837416,99.82927060669996,83.25608406134465,89.38428810231261,118.97548553459286,124.21139376642799,129.05499424187292,140.45349963577604,133.13122164285699,126.10031228517049,127.73944461751614,123.13159955819872,121.84151553125288,50,48.00732112172361,46.242470590847404,46.037199006104665,44.35747316161663,39.70660962620262,41.28123042826215,33.486672220801914,31.2118875321078,29.485411640771794,37.76462271097107,24.116884073415257,26.211572709827184,34.88972336866061,31.970102571160748,18.6031702535586,33.97492024885802,17.037153234639767,28.2769330545818,5.224591427240874,15
200,196.7897949239772,194.14755424921063,191.59222908531862,185.29733524248422,175.9708957630316,179.95988463937903,177.89891018699876,176.98819095388762,165.24979849154428,157.4747582957571,156.47462879282497,164.71654476060044,157.54762201328154,135.9017607101411,152.711690542349,128.46515483423815,128.0,128.0,128.0,50,55.208568694322494,59.15513205054435,64.49642784018357,64.1938863010845,74.20257316063612,83.26715318979201,93.88119941336485,84.24033722784642,107.24582319995244,87.27432345381573,113.67680987052258,120.84328059460513,114.70836385884911,114.46983144671019,107.24152274195177,131.086072696908,141.4127643957076,132.52656181360356,151.78811765913275,50,47.553290482900984,46.377015540460256,42.947426051591506,40.90590079680618,38.69100369806235,35.174312811412435,39.12501062368045,37.969226027846986,38.68893383080652,36.43969361582204,36.817775433710835,23.40525125278004,18.05975875586159,31.577420424255124,30.276007371600304,22.690240235851327,14.109325541992845,10.16700742444062,23.835800123045335,7
200,196.7492847391274,192.31598903549727,186.92402451691015,181.31450326312634,186.8719991016237,180.62351182075972,178.24072384563954,163.38690161581667,176.04594595045234,162.37353916788948,157.54847943521852,140.25444267205827,156.60841689381022,143.90474989011335,158.12148385194195,154.20467010516325,155.20173932387038,142.39645669698285,128.0,50,56.4131671338511,60.8923662538511,62.064927950423694,68.58938994470435,73.17055907995197,86.34259621705928,84.28504136901489,101.173143243369,91.02705806732689,109.61432172203072,118.90887485605579,115.62212020088457,102.15304159982489,124.9313600981007,105.6864021892851,138.3092712808825,124.47529486345097,129.06495567059886,142.53013343247693,50,48.18128231360724,47.38848060109846,45.229919055441684,45.599210120196474,43.659728151432326,43.270469260857986,41.71513053614497,41.658426083933904,39.68682309826069,29.088146029403195,24.339584085818537,25.09454993973741,33.67210846704274,21.834429041586453,34.622981699962615,32.61604078155632,13.470232827747225,26.160146388891317,7.297266490063741,9
200,195.3160564177364,194.6143351143329,185.1470693171223,182.9163915055955,179.33219021844872,171.33452346884758,175.53310062258882,173.2536506481217,165.54075893322084,151.81989999331623,151.19086130677107,168.6686730000621,142.4980760891748,135.58679247719368,153.50706788840046,142.93974643230172,134.8836546942751,128.0,128.0,50,54.886001861059086,58.88022662931392,61.33162893952727,65.54913246719198,79.999064803634,78.45358839062177,89.19834849980315,101.82139282092525,86.684270127708,89.54345131770022,117.90382928144287,103.9870529243658,129.942736368137,133.01616818093638,132.80858544847192,130.93005922520058,112.36893271399622,117.50336290559729,122.7320541301259,50,47.7294804756508,45.84238380770571,45.059523197340944,40.853467109496904,41.80672412383352,40.69249797943381,36.8669334261172,32.885629502144425,33.591250580164576,30.194859558496162,31.351830911204317,27.537307037653548,29.677995411910352,32.17722476968598,19.607317427996925,21.348386101342882,19.950340253983914,11.614775801102425,7.649516611037527,15
200,197.12675461237723,192.90200605473177,191.18530422469573,181.26045695131688,181.37903937435814,180.2530305449145,180.97866322482355,166.6748464975934,177.28883797360615,164.1958516891101,153.163402013932,158.74887887119752,141.11283610635704,149.19106152617977,152.44030171999447,145.64689198809083,146.94350768773228,136.77470690080472,131.66459927650988,50,55.01202818019696,61.03473396555069,68.41183584780181,74.63265730975522,78.3535229316437,79.6002919562986,85.2280743478275,95.79037337006565,86.11106021828695,113.85571733339098,94.88245785284249,94.10162439265352,131.21227246098528,114.7639652376943,112.20854695107442,135.58531171765216,123.66786622630734,157.89278507430245,127.23697946632491,50,47.7034169209222,46.956915626819836,42.95791762404855,41.451975051460416,41.46314403773303,43.330412693634756,41.84607827406799,31.29245979013608,28.358187085194707,25.184234659811054,27.66788533564098,37.652185762476805,27.018385111989147,28.33444477743339,29.752657777788663,27.192926776935465,28.42802997576892,5.003701760582096,21.318138339699257,13
200,196.9838645972851,193.98760192018756,185.30054644680254,187.240740987355,184.33653855573885,178.7941265646182,168.43054933963438,162.86821012540207,168.29572869658733,158.55358648071768,153.48597522672267,165.01062775577225,157.65783829247994,154.30823598487282,154.71844345990843,128.0,128.0,128.0,134.38456783623147,50,54.787588724154176,61.71391394003223,68.42632190321243,72.28335478388385,80.15638111462516,87.64687730471307,84.30689331911549,81.16909423461605,102.48700628634452,104.24980806379982,107.3645404364695,113.32386168946488,125.62867631634373,137.56684557897938,141.07731127895804,136.90581852231355,124.84216327138905,165.26669526190025,171.23334116608078,50,48.72211586471516,45.276480686826964,44.784119110232126,41.24129154755296,38.847384376019114,35.369090196973644,41.691137608324155,32.19919659520404,32.306979924785594,30.784783128881664,33.685559727795045,35.977774854715534,33.1265968090661,28.317708988643524,21.255716373838062,18.035981510506865,18.545937241608232,28.936085556785667,22.618085224604144,8
200,195.57987977147135,192.12110161272065,189.84233182696673,182.0037997311903,184.12984452902896,181.70226699405595,171.35624077799477,171.0604941306774,159.36058613796436,161.02620475152693,169.1330392321072,153.65870676080107,151.2330624759943,150.37084391039156,158.84386458720405,131.7791224182859,156.93597662552784,128.0,140.36425579234785,50,56.063879057438875,62.709304531444126,66.61887763483949,72.15095982888849,67.56677274403053,87.14190560250198,85.77258031246289,98.30656250283106,105.59843562684074,100.3875858387181,117.82204445314866,106.24164973103477,117.0659328605008,103.90748035356766,121.1846337991066,107.59968851022337,114.89814224911004,115.27058511947807,118.70538289294696,50,48.65853936392857,47.390355519741405,45.125441445259725,42.35976728084392,40.99843110869733,35.98265011391121,41.76877613175061,37.7635548951309,27.639891395352635,31.36258749973541,26.48439509768863,30.633498219380066,21.633817143642876,22.451315181873152,28.049331369177757,20.377287231542123,22.605668793795186,7.031200713019658,5.3488201954088055,8
